reviews,reviews_tokens,reviews_tokens_without_stopwords,reviews_stemmed,reviews_lemmatized,sentiment_polarity,sentiment
not a great experience i could not check in online as two separate parts of the ba computer system do not talk to each other at lor a delightful check in clerk sorted it quickly manually we boarded on time but luggage loading had to be halted as the captain spotted a technical issue and an engineer was called by the time it was sorted we had missed our slot so took off an hour behind schedule the flight was uneventful but the plane had clearly seen better days legroom was appalling and the handout of a small bottle of water and a soggy cookie made one wish for the days when flying ba meant something special next time it will be jet2,"['not', 'a', 'great', 'experience', 'i', 'could', 'not', 'check', 'in', 'online', 'as', 'two', 'separate', 'parts', 'of', 'the', 'ba', 'computer', 'system', 'do', 'not', 'talk', 'to', 'each', 'other', 'at', 'lor', 'a', 'delightful', 'check', 'in', 'clerk', 'sorted', 'it', 'quickly', 'manually', 'we', 'boarded', 'on', 'time', 'but', 'luggage', 'loading', 'had', 'to', 'be', 'halted', 'as', 'the', 'captain', 'spotted', 'a', 'technical', 'issue', 'and', 'an', 'engineer', 'was', 'called', 'by', 'the', 'time', 'it', 'was', 'sorted', 'we', 'had', 'missed', 'our', 'slot', 'so', 'took', 'off', 'an', 'hour', 'behind', 'schedule', 'the', 'flight', 'was', 'uneventful', 'but', 'the', 'plane', 'had', 'clearly', 'seen', 'better', 'days', 'legroom', 'was', 'appalling', 'and', 'the', 'handout', 'of', 'a', 'small', 'bottle', 'of', 'water', 'and', 'a', 'soggy', 'cookie', 'made', 'one', 'wish', 'for', 'the', 'days', 'when', 'flying', 'ba', 'meant', 'something', 'special', 'next', 'time', 'it', 'will', 'be', 'jet2']","['not', 'great', 'experience', 'could', 'not', 'check', 'online', 'two', 'separate', 'parts', 'ba', 'computer', 'system', 'not', 'talk', 'lor', 'delightful', 'check', 'clerk', 'sorted', 'quickly', 'manually', 'boarded', 'time', 'luggage', 'loading', 'halted', 'captain', 'spotted', 'technical', 'issue', 'engineer', 'called', 'time', 'sorted', 'missed', 'slot', 'took', 'hour', 'behind', 'schedule', 'flight', 'uneventful', 'plane', 'clearly', 'seen', 'better', 'days', 'legroom', 'appalling', 'handout', 'small', 'bottle', 'water', 'soggy', 'cookie', 'made', 'one', 'wish', 'days', 'flying', 'ba', 'meant', 'something', 'special', 'next', 'time', 'jet2']","['not', 'great', 'experi', 'could', 'not', 'check', 'onlin', 'two', 'separ', 'part', 'ba', 'comput', 'system', 'not', 'talk', 'lor', 'delight', 'check', 'clerk', 'sort', 'quickli', 'manual', 'board', 'time', 'luggag', 'load', 'halt', 'captain', 'spot', 'technic', 'issu', 'engin', 'call', 'time', 'sort', 'miss', 'slot', 'took', 'hour', 'behind', 'schedul', 'flight', 'unev', 'plane', 'clearli', 'seen', 'better', 'day', 'legroom', 'appal', 'handout', 'small', 'bottl', 'water', 'soggi', 'cooki', 'made', 'one', 'wish', 'day', 'fli', 'ba', 'meant', 'someth', 'special', 'next', 'time', 'jet2']","['not', 'great', 'experi', 'could', 'not', 'check', 'onlin', 'two', 'separ', 'part', 'ba', 'comput', 'system', 'not', 'talk', 'lor', 'delight', 'check', 'clerk', 'sort', 'quickli', 'manual', 'board', 'time', 'luggag', 'load', 'halt', 'captain', 'spot', 'technic', 'issu', 'engin', 'call', 'time', 'sort', 'miss', 'slot', 'took', 'hour', 'behind', 'schedul', 'flight', 'unev', 'plane', 'clearli', 'seen', 'better', 'day', 'legroom', 'appal', 'handout', 'small', 'bottl', 'water', 'soggi', 'cooki', 'made', 'one', 'wish', 'day', 'fli', 'ba', 'meant', 'someth', 'special', 'next', 'time', 'jet2']",-0.03214285714285715,Negative
my son and i flew to geneva last sunday for a skiing holiday in les arc the flight was cancelled moments prior to boarding and we were transferred to a flight departing three and a half hours later that then got delayed by a further three hours they didn't load any food on to the plane and forgot to load the baggage for all the business class passengers who had been on the earlier flight problems happen its a complex operation what is totally unacceptable is the service one receives when there is a problem the offshore call centres are unhelpful and obstructive wanting to fob off issues by getting the customer to call special help lines that merely refer one to a webpage and then cut off the web pages are often unable to give information as they are not updated and often refuse to update your inputs at this time please try again later there is no access to people that are willing to help empowered to help or actually move a situation forwards in any way weve been sitting in a hotel waiting for the bag to arrive for two and a half days unable to ski due to our entire wardrobes being in the cases the outdated luggage tracking system had the suitcase in geneva 2 days ago where it sat with none willing to step up and get it delivered what an incredibly heartless and incompetent company,"['my', 'son', 'and', 'i', 'flew', 'to', 'geneva', 'last', 'sunday', 'for', 'a', 'skiing', 'holiday', 'in', 'les', 'arc', 'the', 'flight', 'was', 'cancelled', 'moments', 'prior', 'to', 'boarding', 'and', 'we', 'were', 'transferred', 'to', 'a', 'flight', 'departing', 'three', 'and', 'a', 'half', 'hours', 'later', 'that', 'then', 'got', 'delayed', 'by', 'a', 'further', 'three', 'hours', 'they', 'did', ""n't"", 'load', 'any', 'food', 'on', 'to', 'the', 'plane', 'and', 'forgot', 'to', 'load', 'the', 'baggage', 'for', 'all', 'the', 'business', 'class', 'passengers', 'who', 'had', 'been', 'on', 'the', 'earlier', 'flight', 'problems', 'happen', 'its', 'a', 'complex', 'operation', 'what', 'is', 'totally', 'unacceptable', 'is', 'the', 'service', 'one', 'receives', 'when', 'there', 'is', 'a', 'problem', 'the', 'offshore', 'call', 'centres', 'are', 'unhelpful', 'and', 'obstructive', 'wanting', 'to', 'fob', 'off', 'issues', 'by', 'getting', 'the', 'customer', 'to', 'call', 'special', 'help', 'lines', 'that', 'merely', 'refer', 'one', 'to', 'a', 'webpage', 'and', 'then', 'cut', 'off', 'the', 'web', 'pages', 'are', 'often', 'unable', 'to', 'give', 'information', 'as', 'they', 'are', 'not', 'updated', 'and', 'often', 'refuse', 'to', 'update', 'your', 'inputs', 'at', 'this', 'time', 'please', 'try', 'again', 'later', 'there', 'is', 'no', 'access', 'to', 'people', 'that', 'are', 'willing', 'to', 'help', 'empowered', 'to', 'help', 'or', 'actually', 'move', 'a', 'situation', 'forwards', 'in', 'any', 'way', 'weve', 'been', 'sitting', 'in', 'a', 'hotel', 'waiting', 'for', 'the', 'bag', 'to', 'arrive', 'for', 'two', 'and', 'a', 'half', 'days', 'unable', 'to', 'ski', 'due', 'to', 'our', 'entire', 'wardrobes', 'being', 'in', 'the', 'cases', 'the', 'outdated', 'luggage', 'tracking', 'system', 'had', 'the', 'suitcase', 'in', 'geneva', '2', 'days', 'ago', 'where', 'it', 'sat', 'with', 'none', 'willing', 'to', 'step', 'up', 'and', 'get', 'it', 'delivered', 'what', 'an', 'incredibly', 'heartless', 'and', 'incompetent', 'company']","['son', 'flew', 'geneva', 'last', 'sunday', 'skiing', 'holiday', 'les', 'arc', 'flight', 'cancelled', 'moments', 'prior', 'boarding', 'transferred', 'flight', 'departing', 'three', 'half', 'hours', 'later', 'got', 'delayed', 'three', 'hours', ""n't"", 'load', 'food', 'plane', 'forgot', 'load', 'baggage', 'business', 'class', 'passengers', 'earlier', 'flight', 'problems', 'happen', 'complex', 'operation', 'totally', 'unacceptable', 'service', 'one', 'receives', 'problem', 'offshore', 'call', 'centres', 'unhelpful', 'obstructive', 'wanting', 'fob', 'issues', 'getting', 'customer', 'call', 'special', 'help', 'lines', 'merely', 'refer', 'one', 'webpage', 'cut', 'web', 'pages', 'often', 'unable', 'give', 'information', 'not', 'updated', 'often', 'refuse', 'update', 'inputs', 'time', 'please', 'try', 'later', 'access', 'people', 'willing', 'help', 'empowered', 'help', 'actually', 'move', 'situation', 'forwards', 'way', 'weve', 'sitting', 'hotel', 'waiting', 'bag', 'arrive', 'two', 'half', 'days', 'unable', 'ski', 'due', 'entire', 'wardrobes', 'cases', 'outdated', 'luggage', 'tracking', 'system', 'suitcase', 'geneva', '2', 'days', 'ago', 'sat', 'none', 'willing', 'step', 'get', 'delivered', 'incredibly', 'heartless', 'incompetent', 'company']","['son', 'flew', 'geneva', 'last', 'sunday', 'ski', 'holiday', 'le', 'arc', 'flight', 'cancel', 'moment', 'prior', 'board', 'transfer', 'flight', 'depart', 'three', 'half', 'hour', 'later', 'got', 'delay', 'three', 'hour', ""n't"", 'load', 'food', 'plane', 'forgot', 'load', 'baggag', 'busi', 'class', 'passeng', 'earlier', 'flight', 'problem', 'happen', 'complex', 'oper', 'total', 'unaccept', 'servic', 'one', 'receiv', 'problem', 'offshor', 'call', 'centr', 'unhelp', 'obstruct', 'want', 'fob', 'issu', 'get', 'custom', 'call', 'special', 'help', 'line', 'mere', 'refer', 'one', 'webpag', 'cut', 'web', 'page', 'often', 'unabl', 'give', 'inform', 'not', 'updat', 'often', 'refus', 'updat', 'input', 'time', 'pleas', 'tri', 'later', 'access', 'peopl', 'will', 'help', 'empow', 'help', 'actual', 'move', 'situat', 'forward', 'way', 'weve', 'sit', 'hotel', 'wait', 'bag', 'arriv', 'two', 'half', 'day', 'unabl', 'ski', 'due', 'entir', 'wardrob', 'case', 'outdat', 'luggag', 'track', 'system', 'suitcas', 'geneva', '2', 'day', 'ago', 'sat', 'none', 'will', 'step', 'get', 'deliv', 'incred', 'heartless', 'incompet', 'compani']","['son', 'flew', 'geneva', 'last', 'sunday', 'ski', 'holiday', 'le', 'arc', 'flight', 'cancel', 'moment', 'prior', 'board', 'transfer', 'flight', 'depart', 'three', 'half', 'hour', 'later', 'got', 'delay', 'three', 'hour', ""n't"", 'load', 'food', 'plane', 'forgot', 'load', 'baggag', 'busi', 'class', 'passeng', 'earlier', 'flight', 'problem', 'happen', 'complex', 'oper', 'total', 'unaccept', 'servic', 'one', 'receiv', 'problem', 'offshor', 'call', 'centr', 'unhelp', 'obstruct', 'want', 'fob', 'issu', 'get', 'custom', 'call', 'special', 'help', 'line', 'mere', 'refer', 'one', 'webpag', 'cut', 'web', 'page', 'often', 'unabl', 'give', 'inform', 'not', 'updat', 'often', 'refus', 'updat', 'input', 'time', 'plea', 'tri', 'later', 'access', 'peopl', 'will', 'help', 'empow', 'help', 'actual', 'move', 'situat', 'forward', 'way', 'weve', 'sit', 'hotel', 'wait', 'bag', 'arriv', 'two', 'half', 'day', 'unabl', 'ski', 'due', 'entir', 'wardrob', 'case', 'outdat', 'luggag', 'track', 'system', 'suitcas', 'geneva', '2', 'day', 'ago', 'sat', 'none', 'will', 'step', 'get', 'deliv', 'incred', 'heartless', 'incompet', 'compani']",-0.06932234432234433,Negative
very poor business class product ba is not even close to the other airline leaders which ever way they sell the seat on a 777 it is a 242 layout the cabin feels and is very cramped the food in business class is economy quality just served in a china dish however the price of course is at premier levels the only positive of the whole fight and return were the cabin crew who were fantastic i felt genuinely sorry for them having to try and flog such a poor product would i fly ba business again only if their were no other options and i had no choice,"['very', 'poor', 'business', 'class', 'product', 'ba', 'is', 'not', 'even', 'close', 'to', 'the', 'other', 'airline', 'leaders', 'which', 'ever', 'way', 'they', 'sell', 'the', 'seat', 'on', 'a', '777', 'it', 'is', 'a', '242', 'layout', 'the', 'cabin', 'feels', 'and', 'is', 'very', 'cramped', 'the', 'food', 'in', 'business', 'class', 'is', 'economy', 'quality', 'just', 'served', 'in', 'a', 'china', 'dish', 'however', 'the', 'price', 'of', 'course', 'is', 'at', 'premier', 'levels', 'the', 'only', 'positive', 'of', 'the', 'whole', 'fight', 'and', 'return', 'were', 'the', 'cabin', 'crew', 'who', 'were', 'fantastic', 'i', 'felt', 'genuinely', 'sorry', 'for', 'them', 'having', 'to', 'try', 'and', 'flog', 'such', 'a', 'poor', 'product', 'would', 'i', 'fly', 'ba', 'business', 'again', 'only', 'if', 'their', 'were', 'no', 'other', 'options', 'and', 'i', 'had', 'no', 'choice']","['poor', 'business', 'class', 'product', 'ba', 'not', 'even', 'close', 'airline', 'leaders', 'ever', 'way', 'sell', 'seat', '777', '242', 'layout', 'cabin', 'feels', 'cramped', 'food', 'business', 'class', 'economy', 'quality', 'served', 'china', 'dish', 'however', 'price', 'course', 'premier', 'levels', 'positive', 'whole', 'fight', 'return', 'cabin', 'crew', 'fantastic', 'felt', 'genuinely', 'sorry', 'try', 'flog', 'poor', 'product', 'would', 'fly', 'ba', 'business', 'options', 'choice']","['poor', 'busi', 'class', 'product', 'ba', 'not', 'even', 'close', 'airlin', 'leader', 'ever', 'way', 'sell', 'seat', '777', '242', 'layout', 'cabin', 'feel', 'cramp', 'food', 'busi', 'class', 'economi', 'qualiti', 'serv', 'china', 'dish', 'howev', 'price', 'cours', 'premier', 'level', 'posit', 'whole', 'fight', 'return', 'cabin', 'crew', 'fantast', 'felt', 'genuin', 'sorri', 'tri', 'flog', 'poor', 'product', 'would', 'fli', 'ba', 'busi', 'option', 'choic']","['poor', 'busi', 'class', 'product', 'ba', 'not', 'even', 'close', 'airlin', 'leader', 'ever', 'way', 'sell', 'seat', '777', '242', 'layout', 'cabin', 'feel', 'cramp', 'food', 'busi', 'class', 'economi', 'qualiti', 'serv', 'china', 'dish', 'howev', 'price', 'cours', 'premier', 'level', 'posit', 'whole', 'fight', 'return', 'cabin', 'crew', 'fantast', 'felt', 'genuin', 'sorri', 'tri', 'flog', 'poor', 'product', 'would', 'fli', 'ba', 'busi', 'option', 'choic']",-0.20000000000000004,Negative
absolutely pathetic business class product ba is not even remotely competitive with other international airlines in the business class market with old outdated 8 across seating no i did not make a typing mistake you either have to climb across someone or someone has to climb across you to gain aisle access the crew must also hate this layout since they have to reach through little window openings to provide service to passengers in the 2 center seats ba like most other airlines does not have a factual business class product even though they promote sell business class flights feature the same 33 seating throughout the aircraft the only difference being the middle seat is left empty in business class passengers get a meal drinks but this does not justify the higher cost bas transatlantic business class product is only slightly better because of the narrow 8 across seating the biggest surprise on both the lister pariah flights was that ba has in fact substantially improved their food quality shocking unfortunately it is served in the worst business class configurations of any international airline i have flown the entertainment system small screens my laptop screen is twice the size is like an airline offering 2 decades ago the flight crew was pleasant perfunctory which is about the best one can expect from a ba crew ba will simply never match the quality of carriers like singapore emirates water etched eva ana japan air new zealand qantas or many others ba can compete with based airlines like delta american united which are also not even in the same universe in terms of a business class product one of the biggest slaps in the face is that ba expects business class passengers to pay to select seats even though they have paid thousands of dollars to fly business class several hundred us dollars for transatlantic flights only if you wait until 24 hours before flight time are you allowed to select a seat at no cost certainly another ba management decision that was made without a functioning brain,"['absolutely', 'pathetic', 'business', 'class', 'product', 'ba', 'is', 'not', 'even', 'remotely', 'competitive', 'with', 'other', 'international', 'airlines', 'in', 'the', 'business', 'class', 'market', 'with', 'old', 'outdated', '8', 'across', 'seating', 'no', 'i', 'did', 'not', 'make', 'a', 'typing', 'mistake', 'you', 'either', 'have', 'to', 'climb', 'across', 'someone', 'or', 'someone', 'has', 'to', 'climb', 'across', 'you', 'to', 'gain', 'aisle', 'access', 'the', 'crew', 'must', 'also', 'hate', 'this', 'layout', 'since', 'they', 'have', 'to', 'reach', 'through', 'little', 'window', 'openings', 'to', 'provide', 'service', 'to', 'passengers', 'in', 'the', '2', 'center', 'seats', 'ba', 'like', 'most', 'other', 'airlines', 'does', 'not', 'have', 'a', 'factual', 'business', 'class', 'product', 'even', 'though', 'they', 'promote', 'sell', 'business', 'class', 'flights', 'feature', 'the', 'same', '33', 'seating', 'throughout', 'the', 'aircraft', 'the', 'only', 'difference', 'being', 'the', 'middle', 'seat', 'is', 'left', 'empty', 'in', 'business', 'class', 'passengers', 'get', 'a', 'meal', 'drinks', 'but', 'this', 'does', 'not', 'justify', 'the', 'higher', 'cost', 'bas', 'transatlantic', 'business', 'class', 'product', 'is', 'only', 'slightly', 'better', 'because', 'of', 'the', 'narrow', '8', 'across', 'seating', 'the', 'biggest', 'surprise', 'on', 'both', 'the', 'lister', 'pariah', 'flights', 'was', 'that', 'ba', 'has', 'in', 'fact', 'substantially', 'improved', 'their', 'food', 'quality', 'shocking', 'unfortunately', 'it', 'is', 'served', 'in', 'the', 'worst', 'business', 'class', 'configurations', 'of', 'any', 'international', 'airline', 'i', 'have', 'flown', 'the', 'entertainment', 'system', 'small', 'screens', 'my', 'laptop', 'screen', 'is', 'twice', 'the', 'size', 'is', 'like', 'an', 'airline', 'offering', '2', 'decades', 'ago', 'the', 'flight', 'crew', 'was', 'pleasant', 'perfunctory', 'which', 'is', 'about', 'the', 'best', 'one', 'can', 'expect', 'from', 'a', 'ba', 'crew', 'ba', 'will', 'simply', 'never', 'match', 'the', 'quality', 'of', 'carriers', 'like', 'singapore', 'emirates', 'water', 'etched', 'eva', 'ana', 'japan', 'air', 'new', 'zealand', 'qantas', 'or', 'many', 'others', 'ba', 'can', 'compete', 'with', 'based', 'airlines', 'like', 'delta', 'american', 'united', 'which', 'are', 'also', 'not', 'even', 'in', 'the', 'same', 'universe', 'in', 'terms', 'of', 'a', 'business', 'class', 'product', 'one', 'of', 'the', 'biggest', 'slaps', 'in', 'the', 'face', 'is', 'that', 'ba', 'expects', 'business', 'class', 'passengers', 'to', 'pay', 'to', 'select', 'seats', 'even', 'though', 'they', 'have', 'paid', 'thousands', 'of', 'dollars', 'to', 'fly', 'business', 'class', 'several', 'hundred', 'us', 'dollars', 'for', 'transatlantic', 'flights', 'only', 'if', 'you', 'wait', 'until', '24', 'hours', 'before', 'flight', 'time', 'are', 'you', 'allowed', 'to', 'select', 'a', 'seat', 'at', 'no', 'cost', 'certainly', 'another', 'ba', 'management', 'decision', 'that', 'was', 'made', 'without', 'a', 'functioning', 'brain']","['absolutely', 'pathetic', 'business', 'class', 'product', 'ba', 'not', 'even', 'remotely', 'competitive', 'international', 'airlines', 'business', 'class', 'market', 'old', 'outdated', '8', 'across', 'seating', 'not', 'make', 'typing', 'mistake', 'either', 'climb', 'across', 'someone', 'someone', 'climb', 'across', 'gain', 'aisle', 'access', 'crew', 'must', 'also', 'hate', 'layout', 'since', 'reach', 'little', 'window', 'openings', 'provide', 'service', 'passengers', '2', 'center', 'seats', 'ba', 'like', 'airlines', 'not', 'factual', 'business', 'class', 'product', 'even', 'though', 'promote', 'sell', 'business', 'class', 'flights', 'feature', '33', 'seating', 'throughout', 'aircraft', 'difference', 'middle', 'seat', 'left', 'empty', 'business', 'class', 'passengers', 'get', 'meal', 'drinks', 'not', 'justify', 'higher', 'cost', 'bas', 'transatlantic', 'business', 'class', 'product', 'slightly', 'better', 'narrow', '8', 'across', 'seating', 'biggest', 'surprise', 'lister', 'pariah', 'flights', 'ba', 'fact', 'substantially', 'improved', 'food', 'quality', 'shocking', 'unfortunately', 'served', 'worst', 'business', 'class', 'configurations', 'international', 'airline', 'flown', 'entertainment', 'system', 'small', 'screens', 'laptop', 'screen', 'twice', 'size', 'like', 'airline', 'offering', '2', 'decades', 'ago', 'flight', 'crew', 'pleasant', 'perfunctory', 'best', 'one', 'expect', 'ba', 'crew', 'ba', 'simply', 'never', 'match', 'quality', 'carriers', 'like', 'singapore', 'emirates', 'water', 'etched', 'eva', 'ana', 'japan', 'air', 'new', 'zealand', 'qantas', 'many', 'others', 'ba', 'compete', 'based', 'airlines', 'like', 'delta', 'american', 'united', 'also', 'not', 'even', 'universe', 'terms', 'business', 'class', 'product', 'one', 'biggest', 'slaps', 'face', 'ba', 'expects', 'business', 'class', 'passengers', 'pay', 'select', 'seats', 'even', 'though', 'paid', 'thousands', 'dollars', 'fly', 'business', 'class', 'several', 'hundred', 'us', 'dollars', 'transatlantic', 'flights', 'wait', '24', 'hours', 'flight', 'time', 'allowed', 'select', 'seat', 'cost', 'certainly', 'another', 'ba', 'management', 'decision', 'made', 'without', 'functioning', 'brain']","['absolut', 'pathet', 'busi', 'class', 'product', 'ba', 'not', 'even', 'remot', 'competit', 'intern', 'airlin', 'busi', 'class', 'market', 'old', 'outdat', '8', 'across', 'seat', 'not', 'make', 'type', 'mistak', 'either', 'climb', 'across', 'someon', 'someon', 'climb', 'across', 'gain', 'aisl', 'access', 'crew', 'must', 'also', 'hate', 'layout', 'sinc', 'reach', 'littl', 'window', 'open', 'provid', 'servic', 'passeng', '2', 'center', 'seat', 'ba', 'like', 'airlin', 'not', 'factual', 'busi', 'class', 'product', 'even', 'though', 'promot', 'sell', 'busi', 'class', 'flight', 'featur', '33', 'seat', 'throughout', 'aircraft', 'differ', 'middl', 'seat', 'left', 'empti', 'busi', 'class', 'passeng', 'get', 'meal', 'drink', 'not', 'justifi', 'higher', 'cost', 'ba', 'transatlant', 'busi', 'class', 'product', 'slightli', 'better', 'narrow', '8', 'across', 'seat', 'biggest', 'surpris', 'lister', 'pariah', 'flight', 'ba', 'fact', 'substanti', 'improv', 'food', 'qualiti', 'shock', 'unfortun', 'serv', 'worst', 'busi', 'class', 'configur', 'intern', 'airlin', 'flown', 'entertain', 'system', 'small', 'screen', 'laptop', 'screen', 'twice', 'size', 'like', 'airlin', 'offer', '2', 'decad', 'ago', 'flight', 'crew', 'pleasant', 'perfunctori', 'best', 'one', 'expect', 'ba', 'crew', 'ba', 'simpli', 'never', 'match', 'qualiti', 'carrier', 'like', 'singapor', 'emir', 'water', 'etch', 'eva', 'ana', 'japan', 'air', 'new', 'zealand', 'qanta', 'mani', 'other', 'ba', 'compet', 'base', 'airlin', 'like', 'delta', 'american', 'unit', 'also', 'not', 'even', 'univers', 'term', 'busi', 'class', 'product', 'one', 'biggest', 'slap', 'face', 'ba', 'expect', 'busi', 'class', 'passeng', 'pay', 'select', 'seat', 'even', 'though', 'paid', 'thousand', 'dollar', 'fli', 'busi', 'class', 'sever', 'hundr', 'us', 'dollar', 'transatlant', 'flight', 'wait', '24', 'hour', 'flight', 'time', 'allow', 'select', 'seat', 'cost', 'certainli', 'anoth', 'ba', 'manag', 'decis', 'made', 'without', 'function', 'brain']","['absolut', 'pathet', 'busi', 'class', 'product', 'ba', 'not', 'even', 'remot', 'competit', 'intern', 'airlin', 'busi', 'class', 'market', 'old', 'outdat', '8', 'across', 'seat', 'not', 'make', 'type', 'mistak', 'either', 'climb', 'across', 'someon', 'someon', 'climb', 'across', 'gain', 'aisl', 'access', 'crew', 'must', 'also', 'hate', 'layout', 'sinc', 'reach', 'littl', 'window', 'open', 'provid', 'servic', 'passeng', '2', 'center', 'seat', 'ba', 'like', 'airlin', 'not', 'factual', 'busi', 'class', 'product', 'even', 'though', 'promot', 'sell', 'busi', 'class', 'flight', 'featur', '33', 'seat', 'throughout', 'aircraft', 'differ', 'middl', 'seat', 'left', 'empti', 'busi', 'class', 'passeng', 'get', 'meal', 'drink', 'not', 'justifi', 'higher', 'cost', 'ba', 'transatlant', 'busi', 'class', 'product', 'slightli', 'better', 'narrow', '8', 'across', 'seat', 'biggest', 'surpris', 'lister', 'pariah', 'flight', 'ba', 'fact', 'substanti', 'improv', 'food', 'qualiti', 'shock', 'unfortun', 'serv', 'worst', 'busi', 'class', 'configur', 'intern', 'airlin', 'flown', 'entertain', 'system', 'small', 'screen', 'laptop', 'screen', 'twice', 'size', 'like', 'airlin', 'offer', '2', 'decad', 'ago', 'flight', 'crew', 'pleasant', 'perfunctori', 'best', 'one', 'expect', 'ba', 'crew', 'ba', 'simpli', 'never', 'match', 'qualiti', 'carrier', 'like', 'singapor', 'emir', 'water', 'etch', 'eva', 'ana', 'japan', 'air', 'new', 'zealand', 'qanta', 'mani', 'other', 'ba', 'compet', 'base', 'airlin', 'like', 'delta', 'american', 'unit', 'also', 'not', 'even', 'univers', 'term', 'busi', 'class', 'product', 'one', 'biggest', 'slap', 'face', 'ba', 'expect', 'busi', 'class', 'passeng', 'pay', 'select', 'seat', 'even', 'though', 'paid', 'thousand', 'dollar', 'fli', 'busi', 'class', 'sever', 'hundr', 'u', 'dollar', 'transatlant', 'flight', 'wait', '24', 'hour', 'flight', 'time', 'allow', 'select', 'seat', 'cost', 'certainli', 'anoth', 'ba', 'manag', 'decis', 'made', 'without', 'function', 'brain']",-0.0347064393939394,Negative
