reviews,reviews_tokens,reviews_tokens_without_stopwords,reviews_stemmed,reviews_lemmatized,sentiment_polarity,sentiment
vancouver to daressalaam via london  doha yet another dreadful experience with british airways why do i travel with them this time ba advised me that my return itinerary was changed because of a cancellation by their codeshare partner qatar airways to the daressalaam leg of the journey which would give me a 24 hour layover in doha before connecting onward to london in itself that was not an issue but ba did everything possible to wash their hands of any responsibilities for their obligations under ec regulation no 2612004 as required by article 142  which they even post on their website it took a day of calls by my travel agent and 2 hours of debating with an agent his supervisor and the office in manchester before they agreed that it was their responsibility their solution  a rerouting of my journey through nairobi with an extra flight by a noncode share partner that cost them more than the cost an overnight hotel in doha  something they refused to consider go figure never again with british airways,"['vancouver', 'to', 'daressalaam', 'via', 'london', 'doha', 'yet', 'another', 'dreadful', 'experience', 'with', 'british', 'airways', 'why', 'do', 'i', 'travel', 'with', 'them', 'this', 'time', 'ba', 'advised', 'me', 'that', 'my', 'return', 'itinerary', 'was', 'changed', 'because', 'of', 'a', 'cancellation', 'by', 'their', 'codeshare', 'partner', 'qatar', 'airways', 'to', 'the', 'daressalaam', 'leg', 'of', 'the', 'journey', 'which', 'would', 'give', 'me', 'a', '24', 'hour', 'layover', 'in', 'doha', 'before', 'connecting', 'onward', 'to', 'london', 'in', 'itself', 'that', 'was', 'not', 'an', 'issue', 'but', 'ba', 'did', 'everything', 'possible', 'to', 'wash', 'their', 'hands', 'of', 'any', 'responsibilities', 'for', 'their', 'obligations', 'under', 'ec', 'regulation', 'no', '2612004', 'as', 'required', 'by', 'article', '142', 'which', 'they', 'even', 'post', 'on', 'their', 'website', 'it', 'took', 'a', 'day', 'of', 'calls', 'by', 'my', 'travel', 'agent', 'and', '2', 'hours', 'of', 'debating', 'with', 'an', 'agent', 'his', 'supervisor', 'and', 'the', 'office', 'in', 'manchester', 'before', 'they', 'agreed', 'that', 'it', 'was', 'their', 'responsibility', 'their', 'solution', 'a', 'rerouting', 'of', 'my', 'journey', 'through', 'nairobi', 'with', 'an', 'extra', 'flight', 'by', 'a', 'noncode', 'share', 'partner', 'that', 'cost', 'them', 'more', 'than', 'the', 'cost', 'an', 'overnight', 'hotel', 'in', 'doha', 'something', 'they', 'refused', 'to', 'consider', 'go', 'figure', 'never', 'again', 'with', 'british', 'airways']","['vancouver', 'daressalaam', 'via', 'london', 'doha', 'yet', 'another', 'dreadful', 'experience', 'british', 'airways', 'travel', 'time', 'ba', 'advised', 'return', 'itinerary', 'changed', 'cancellation', 'codeshare', 'partner', 'qatar', 'airways', 'daressalaam', 'leg', 'journey', 'would', 'give', '24', 'hour', 'layover', 'doha', 'connecting', 'onward', 'london', 'not', 'issue', 'ba', 'everything', 'possible', 'wash', 'hands', 'responsibilities', 'obligations', 'ec', 'regulation', '2612004', 'required', 'article', '142', 'even', 'post', 'website', 'took', 'day', 'calls', 'travel', 'agent', '2', 'hours', 'debating', 'agent', 'supervisor', 'office', 'manchester', 'agreed', 'responsibility', 'solution', 'rerouting', 'journey', 'nairobi', 'extra', 'flight', 'noncode', 'share', 'partner', 'cost', 'cost', 'overnight', 'hotel', 'doha', 'something', 'refused', 'consider', 'go', 'figure', 'never', 'british', 'airways']","['vancouv', 'daressalaam', 'via', 'london', 'doha', 'yet', 'anoth', 'dread', 'experi', 'british', 'airway', 'travel', 'time', 'ba', 'advis', 'return', 'itinerari', 'chang', 'cancel', 'codeshar', 'partner', 'qatar', 'airway', 'daressalaam', 'leg', 'journey', 'would', 'give', '24', 'hour', 'layov', 'doha', 'connect', 'onward', 'london', 'not', 'issu', 'ba', 'everyth', 'possibl', 'wash', 'hand', 'respons', 'oblig', 'ec', 'regul', '2612004', 'requir', 'articl', '142', 'even', 'post', 'websit', 'took', 'day', 'call', 'travel', 'agent', '2', 'hour', 'debat', 'agent', 'supervisor', 'offic', 'manchest', 'agre', 'respons', 'solut', 'rerout', 'journey', 'nairobi', 'extra', 'flight', 'noncod', 'share', 'partner', 'cost', 'cost', 'overnight', 'hotel', 'doha', 'someth', 'refus', 'consid', 'go', 'figur', 'never', 'british', 'airway']","['vancouv', 'daressalaam', 'via', 'london', 'doha', 'yet', 'anoth', 'dread', 'experi', 'british', 'airway', 'travel', 'time', 'ba', 'advis', 'return', 'itinerari', 'chang', 'cancel', 'codeshar', 'partner', 'qatar', 'airway', 'daressalaam', 'leg', 'journey', 'would', 'give', '24', 'hour', 'layov', 'doha', 'connect', 'onward', 'london', 'not', 'issu', 'ba', 'everyth', 'possibl', 'wash', 'hand', 'respons', 'oblig', 'ec', 'regul', '2612004', 'requir', 'articl', '142', 'even', 'post', 'websit', 'took', 'day', 'call', 'travel', 'agent', '2', 'hour', 'debat', 'agent', 'supervisor', 'offic', 'manchest', 'agre', 'respons', 'solut', 'rerout', 'journey', 'nairobi', 'extra', 'flight', 'noncod', 'share', 'partner', 'cost', 'cost', 'overnight', 'hotel', 'doha', 'someth', 'refus', 'consid', 'go', 'figur', 'never', 'british', 'airway']",0.0,Neutral
my husband and i flew to vancouver with british airways on 2nd december 2015 we were due to return to uk on 9th december in premium economy unfortunately our flight was cancelled due to engine failure british airways were unable to get us onto a flight on the following day thursday and so we were booked to return on the friday 48 hours after we were due to return home despite the inevitable disappointment and inconvenience as we were due to return to a busy work schedule on the friday british airways were excellent they couldnt have been more helpful and accommodating putting us up in a lovely hotel for two nights providing food vouchers and then upgrading us to business class when we were eventually returned home the ground and flight staff at vancouver were fantastic understanding and went the extra mile without exception,"['my', 'husband', 'and', 'i', 'flew', 'to', 'vancouver', 'with', 'british', 'airways', 'on', '2nd', 'december', '2015', 'we', 'were', 'due', 'to', 'return', 'to', 'uk', 'on', '9th', 'december', 'in', 'premium', 'economy', 'unfortunately', 'our', 'flight', 'was', 'cancelled', 'due', 'to', 'engine', 'failure', 'british', 'airways', 'were', 'unable', 'to', 'get', 'us', 'onto', 'a', 'flight', 'on', 'the', 'following', 'day', 'thursday', 'and', 'so', 'we', 'were', 'booked', 'to', 'return', 'on', 'the', 'friday', '48', 'hours', 'after', 'we', 'were', 'due', 'to', 'return', 'home', 'despite', 'the', 'inevitable', 'disappointment', 'and', 'inconvenience', 'as', 'we', 'were', 'due', 'to', 'return', 'to', 'a', 'busy', 'work', 'schedule', 'on', 'the', 'friday', 'british', 'airways', 'were', 'excellent', 'they', 'couldnt', 'have', 'been', 'more', 'helpful', 'and', 'accommodating', 'putting', 'us', 'up', 'in', 'a', 'lovely', 'hotel', 'for', 'two', 'nights', 'providing', 'food', 'vouchers', 'and', 'then', 'upgrading', 'us', 'to', 'business', 'class', 'when', 'we', 'were', 'eventually', 'returned', 'home', 'the', 'ground', 'and', 'flight', 'staff', 'at', 'vancouver', 'were', 'fantastic', 'understanding', 'and', 'went', 'the', 'extra', 'mile', 'without', 'exception']","['husband', 'flew', 'vancouver', 'british', 'airways', '2nd', 'december', '2015', 'due', 'return', 'uk', '9th', 'december', 'premium', 'economy', 'unfortunately', 'flight', 'cancelled', 'due', 'engine', 'failure', 'british', 'airways', 'unable', 'get', 'us', 'onto', 'flight', 'following', 'day', 'thursday', 'booked', 'return', 'friday', '48', 'hours', 'due', 'return', 'home', 'despite', 'inevitable', 'disappointment', 'inconvenience', 'due', 'return', 'busy', 'work', 'schedule', 'friday', 'british', 'airways', 'excellent', 'couldnt', 'helpful', 'accommodating', 'putting', 'us', 'lovely', 'hotel', 'two', 'nights', 'providing', 'food', 'vouchers', 'upgrading', 'us', 'business', 'class', 'eventually', 'returned', 'home', 'ground', 'flight', 'staff', 'vancouver', 'fantastic', 'understanding', 'went', 'extra', 'mile', 'without', 'exception']","['husband', 'flew', 'vancouv', 'british', 'airway', '2nd', 'decemb', '2015', 'due', 'return', 'uk', '9th', 'decemb', 'premium', 'economi', 'unfortun', 'flight', 'cancel', 'due', 'engin', 'failur', 'british', 'airway', 'unabl', 'get', 'us', 'onto', 'flight', 'follow', 'day', 'thursday', 'book', 'return', 'friday', '48', 'hour', 'due', 'return', 'home', 'despit', 'inevit', 'disappoint', 'inconveni', 'due', 'return', 'busi', 'work', 'schedul', 'friday', 'british', 'airway', 'excel', 'couldnt', 'help', 'accommod', 'put', 'us', 'love', 'hotel', 'two', 'night', 'provid', 'food', 'voucher', 'upgrad', 'us', 'busi', 'class', 'eventu', 'return', 'home', 'ground', 'flight', 'staff', 'vancouv', 'fantast', 'understand', 'went', 'extra', 'mile', 'without', 'except']","['husband', 'flew', 'vancouv', 'british', 'airway', '2nd', 'decemb', '2015', 'due', 'return', 'uk', '9th', 'decemb', 'premium', 'economi', 'unfortun', 'flight', 'cancel', 'due', 'engin', 'failur', 'british', 'airway', 'unabl', 'get', 'u', 'onto', 'flight', 'follow', 'day', 'thursday', 'book', 'return', 'friday', '48', 'hour', 'due', 'return', 'home', 'despit', 'inevit', 'disappoint', 'inconveni', 'due', 'return', 'busi', 'work', 'schedul', 'friday', 'british', 'airway', 'excel', 'couldnt', 'help', 'accommod', 'put', 'u', 'love', 'hotel', 'two', 'night', 'provid', 'food', 'voucher', 'upgrad', 'u', 'busi', 'class', 'eventu', 'return', 'home', 'ground', 'flight', 'staff', 'vancouv', 'fantast', 'understand', 'went', 'extra', 'mile', 'without', 'except']",0.0,Neutral
very disappointed with british airways very little leg room im only 5ft 7in but i had to sit sideways for the flight food very basic only a roll on both the outward and the return flight at 530pm other airlines offer a snack wouldnt travel british airways again budget airlines have more leg room,"['very', 'disappointed', 'with', 'british', 'airways', 'very', 'little', 'leg', 'room', 'im', 'only', '5ft', '7in', 'but', 'i', 'had', 'to', 'sit', 'sideways', 'for', 'the', 'flight', 'food', 'very', 'basic', 'only', 'a', 'roll', 'on', 'both', 'the', 'outward', 'and', 'the', 'return', 'flight', 'at', '530pm', 'other', 'airlines', 'offer', 'a', 'snack', 'wouldnt', 'travel', 'british', 'airways', 'again', 'budget', 'airlines', 'have', 'more', 'leg', 'room']","['disappointed', 'british', 'airways', 'little', 'leg', 'room', 'im', '5ft', '7in', 'sit', 'sideways', 'flight', 'food', 'basic', 'roll', 'outward', 'return', 'flight', '530pm', 'airlines', 'offer', 'snack', 'wouldnt', 'travel', 'british', 'airways', 'budget', 'airlines', 'leg', 'room']","['disappoint', 'british', 'airway', 'littl', 'leg', 'room', 'im', '5ft', '7in', 'sit', 'sideway', 'flight', 'food', 'basic', 'roll', 'outward', 'return', 'flight', '530pm', 'airlin', 'offer', 'snack', 'wouldnt', 'travel', 'british', 'airway', 'budget', 'airlin', 'leg', 'room']","['disappoint', 'british', 'airway', 'littl', 'leg', 'room', 'im', '5ft', '7in', 'sit', 'sideway', 'flight', 'food', 'basic', 'roll', 'outward', 'return', 'flight', '530pm', 'airlin', 'offer', 'snack', 'wouldnt', 'travel', 'british', 'airway', 'budget', 'airlin', 'leg', 'room']",0.0,Neutral
i have booked a flight to travel with my wife from the usa to italy i booked this trip through american airlines and some of the flights are with british airways in order to select seats on british airways i have to pay about 200 for the both of us maybe more i will never fly american airlines or british airways ever again i think this policy is ridiculous,"['i', 'have', 'booked', 'a', 'flight', 'to', 'travel', 'with', 'my', 'wife', 'from', 'the', 'usa', 'to', 'italy', 'i', 'booked', 'this', 'trip', 'through', 'american', 'airlines', 'and', 'some', 'of', 'the', 'flights', 'are', 'with', 'british', 'airways', 'in', 'order', 'to', 'select', 'seats', 'on', 'british', 'airways', 'i', 'have', 'to', 'pay', 'about', '200', 'for', 'the', 'both', 'of', 'us', 'maybe', 'more', 'i', 'will', 'never', 'fly', 'american', 'airlines', 'or', 'british', 'airways', 'ever', 'again', 'i', 'think', 'this', 'policy', 'is', 'ridiculous']","['booked', 'flight', 'travel', 'wife', 'usa', 'italy', 'booked', 'trip', 'american', 'airlines', 'flights', 'british', 'airways', 'order', 'select', 'seats', 'british', 'airways', 'pay', '200', 'us', 'maybe', 'never', 'fly', 'american', 'airlines', 'british', 'airways', 'ever', 'think', 'policy', 'ridiculous']","['book', 'flight', 'travel', 'wife', 'usa', 'itali', 'book', 'trip', 'american', 'airlin', 'flight', 'british', 'airway', 'order', 'select', 'seat', 'british', 'airway', 'pay', '200', 'us', 'mayb', 'never', 'fli', 'american', 'airlin', 'british', 'airway', 'ever', 'think', 'polici', 'ridicul']","['book', 'flight', 'travel', 'wife', 'usa', 'itali', 'book', 'trip', 'american', 'airlin', 'flight', 'british', 'airway', 'order', 'select', 'seat', 'british', 'airway', 'pay', '200', 'u', 'mayb', 'never', 'fli', 'american', 'airlin', 'british', 'airway', 'ever', 'think', 'polici', 'ridicul']",0.0,Neutral
awful customer service my wife and i have flown with british airways for almost 30 years i booked a flight through the executive club which we are members of nine months before travelling less than 4 weeks later we realised we would need to cancel and after almost 1 hour on the phone on hold i decided to hang up and do it online this seemed to be a simple process with a final message of we are processing your request  after no confirmation at all i received my credit card statement to find a refund from ba of under £250  my booking was over £2500 after a call to customer services i was i will not get any further refund or be able to reinstate the flights there was nobody else to talk to and if i emailed any of the ba executives it would be forwarded to customer services and they would not reply i asked about ombudsman or arbitrators and was informed that british airways does not adhere to or listen to outside bodies over £2100 down the pan months before take off so plenty of time for ba to double their money on my seats never again,"['awful', 'customer', 'service', 'my', 'wife', 'and', 'i', 'have', 'flown', 'with', 'british', 'airways', 'for', 'almost', '30', 'years', 'i', 'booked', 'a', 'flight', 'through', 'the', 'executive', 'club', 'which', 'we', 'are', 'members', 'of', 'nine', 'months', 'before', 'travelling', 'less', 'than', '4', 'weeks', 'later', 'we', 'realised', 'we', 'would', 'need', 'to', 'cancel', 'and', 'after', 'almost', '1', 'hour', 'on', 'the', 'phone', 'on', 'hold', 'i', 'decided', 'to', 'hang', 'up', 'and', 'do', 'it', 'online', 'this', 'seemed', 'to', 'be', 'a', 'simple', 'process', 'with', 'a', 'final', 'message', 'of', 'we', 'are', 'processing', 'your', 'request', 'after', 'no', 'confirmation', 'at', 'all', 'i', 'received', 'my', 'credit', 'card', 'statement', 'to', 'find', 'a', 'refund', 'from', 'ba', 'of', 'under', '£250', 'my', 'booking', 'was', 'over', '£2500', 'after', 'a', 'call', 'to', 'customer', 'services', 'i', 'was', 'i', 'will', 'not', 'get', 'any', 'further', 'refund', 'or', 'be', 'able', 'to', 'reinstate', 'the', 'flights', 'there', 'was', 'nobody', 'else', 'to', 'talk', 'to', 'and', 'if', 'i', 'emailed', 'any', 'of', 'the', 'ba', 'executives', 'it', 'would', 'be', 'forwarded', 'to', 'customer', 'services', 'and', 'they', 'would', 'not', 'reply', 'i', 'asked', 'about', 'ombudsman', 'or', 'arbitrators', 'and', 'was', 'informed', 'that', 'british', 'airways', 'does', 'not', 'adhere', 'to', 'or', 'listen', 'to', 'outside', 'bodies', 'over', '£2100', 'down', 'the', 'pan', 'months', 'before', 'take', 'off', 'so', 'plenty', 'of', 'time', 'for', 'ba', 'to', 'double', 'their', 'money', 'on', 'my', 'seats', 'never', 'again']","['awful', 'customer', 'service', 'wife', 'flown', 'british', 'airways', 'almost', '30', 'years', 'booked', 'flight', 'executive', 'club', 'members', 'nine', 'months', 'travelling', 'less', '4', 'weeks', 'later', 'realised', 'would', 'need', 'cancel', 'almost', '1', 'hour', 'phone', 'hold', 'decided', 'hang', 'online', 'seemed', 'simple', 'process', 'final', 'message', 'processing', 'request', 'confirmation', 'received', 'credit', 'card', 'statement', 'find', 'refund', 'ba', '£250', 'booking', '£2500', 'call', 'customer', 'services', 'not', 'get', 'refund', 'able', 'reinstate', 'flights', 'nobody', 'else', 'talk', 'emailed', 'ba', 'executives', 'would', 'forwarded', 'customer', 'services', 'would', 'not', 'reply', 'asked', 'ombudsman', 'arbitrators', 'informed', 'british', 'airways', 'not', 'adhere', 'listen', 'outside', 'bodies', '£2100', 'pan', 'months', 'take', 'plenty', 'time', 'ba', 'double', 'money', 'seats', 'never']","['aw', 'custom', 'servic', 'wife', 'flown', 'british', 'airway', 'almost', '30', 'year', 'book', 'flight', 'execut', 'club', 'member', 'nine', 'month', 'travel', 'less', '4', 'week', 'later', 'realis', 'would', 'need', 'cancel', 'almost', '1', 'hour', 'phone', 'hold', 'decid', 'hang', 'onlin', 'seem', 'simpl', 'process', 'final', 'messag', 'process', 'request', 'confirm', 'receiv', 'credit', 'card', 'statement', 'find', 'refund', 'ba', '£250', 'book', '£2500', 'call', 'custom', 'servic', 'not', 'get', 'refund', 'abl', 'reinstat', 'flight', 'nobodi', 'els', 'talk', 'email', 'ba', 'execut', 'would', 'forward', 'custom', 'servic', 'would', 'not', 'repli', 'ask', 'ombudsman', 'arbitr', 'inform', 'british', 'airway', 'not', 'adher', 'listen', 'outsid', 'bodi', '£2100', 'pan', 'month', 'take', 'plenti', 'time', 'ba', 'doubl', 'money', 'seat', 'never']","['aw', 'custom', 'servic', 'wife', 'flown', 'british', 'airway', 'almost', '30', 'year', 'book', 'flight', 'execut', 'club', 'member', 'nine', 'month', 'travel', 'le', '4', 'week', 'later', 'realis', 'would', 'need', 'cancel', 'almost', '1', 'hour', 'phone', 'hold', 'decid', 'hang', 'onlin', 'seem', 'simpl', 'process', 'final', 'messag', 'process', 'request', 'confirm', 'receiv', 'credit', 'card', 'statement', 'find', 'refund', 'ba', '£250', 'book', '£2500', 'call', 'custom', 'servic', 'not', 'get', 'refund', 'abl', 'reinstat', 'flight', 'nobodi', 'el', 'talk', 'email', 'ba', 'execut', 'would', 'forward', 'custom', 'servic', 'would', 'not', 'repli', 'ask', 'ombudsman', 'arbitr', 'inform', 'british', 'airway', 'not', 'adher', 'listen', 'outsid', 'bodi', '£2100', 'pan', 'month', 'take', 'plenti', 'time', 'ba', 'doubl', 'money', 'seat', 'never']",0.0,Neutral
i recommend flying any other airline than british airways the fare looks reasonable until you get to where you have to buy your seat plus if you have to cancel your flight in my case a meeting was cancelled they wont issue a voucher or a refund i cancelled my flight six weeks in advance and they refunded 14095 of a 100395 ticket and they wont issue a voucher i will never fly british airways they are so greedy,"['i', 'recommend', 'flying', 'any', 'other', 'airline', 'than', 'british', 'airways', 'the', 'fare', 'looks', 'reasonable', 'until', 'you', 'get', 'to', 'where', 'you', 'have', 'to', 'buy', 'your', 'seat', 'plus', 'if', 'you', 'have', 'to', 'cancel', 'your', 'flight', 'in', 'my', 'case', 'a', 'meeting', 'was', 'cancelled', 'they', 'wont', 'issue', 'a', 'voucher', 'or', 'a', 'refund', 'i', 'cancelled', 'my', 'flight', 'six', 'weeks', 'in', 'advance', 'and', 'they', 'refunded', '14095', 'of', 'a', '100395', 'ticket', 'and', 'they', 'wont', 'issue', 'a', 'voucher', 'i', 'will', 'never', 'fly', 'british', 'airways', 'they', 'are', 'so', 'greedy']","['recommend', 'flying', 'airline', 'british', 'airways', 'fare', 'looks', 'reasonable', 'get', 'buy', 'seat', 'plus', 'cancel', 'flight', 'case', 'meeting', 'cancelled', 'wont', 'issue', 'voucher', 'refund', 'cancelled', 'flight', 'six', 'weeks', 'advance', 'refunded', '14095', '100395', 'ticket', 'wont', 'issue', 'voucher', 'never', 'fly', 'british', 'airways', 'greedy']","['recommend', 'fli', 'airlin', 'british', 'airway', 'fare', 'look', 'reason', 'get', 'buy', 'seat', 'plu', 'cancel', 'flight', 'case', 'meet', 'cancel', 'wont', 'issu', 'voucher', 'refund', 'cancel', 'flight', 'six', 'week', 'advanc', 'refund', '14095', '100395', 'ticket', 'wont', 'issu', 'voucher', 'never', 'fli', 'british', 'airway', 'greedi']","['recommend', 'fli', 'airlin', 'british', 'airway', 'fare', 'look', 'reason', 'get', 'buy', 'seat', 'plu', 'cancel', 'flight', 'case', 'meet', 'cancel', 'wont', 'issu', 'voucher', 'refund', 'cancel', 'flight', 'six', 'week', 'advanc', 'refund', '14095', '100395', 'ticket', 'wont', 'issu', 'voucher', 'never', 'fli', 'british', 'airway', 'greedi']",0.0,Neutral
british airways from london heathrow to nairobi return both trips in club world and both exemplary in every way on time cheerful and professional flight attendants presentable and appealing meals and on our return flight which departed at 1130 pm a conspicuous effort to begin the meal service quickly so passengers could get to sleep quickly,"['british', 'airways', 'from', 'london', 'heathrow', 'to', 'nairobi', 'return', 'both', 'trips', 'in', 'club', 'world', 'and', 'both', 'exemplary', 'in', 'every', 'way', 'on', 'time', 'cheerful', 'and', 'professional', 'flight', 'attendants', 'presentable', 'and', 'appealing', 'meals', 'and', 'on', 'our', 'return', 'flight', 'which', 'departed', 'at', '1130', 'pm', 'a', 'conspicuous', 'effort', 'to', 'begin', 'the', 'meal', 'service', 'quickly', 'so', 'passengers', 'could', 'get', 'to', 'sleep', 'quickly']","['british', 'airways', 'london', 'heathrow', 'nairobi', 'return', 'trips', 'club', 'world', 'exemplary', 'every', 'way', 'time', 'cheerful', 'professional', 'flight', 'attendants', 'presentable', 'appealing', 'meals', 'return', 'flight', 'departed', '1130', 'pm', 'conspicuous', 'effort', 'begin', 'meal', 'service', 'quickly', 'passengers', 'could', 'get', 'sleep', 'quickly']","['british', 'airway', 'london', 'heathrow', 'nairobi', 'return', 'trip', 'club', 'world', 'exemplari', 'everi', 'way', 'time', 'cheer', 'profession', 'flight', 'attend', 'present', 'appeal', 'meal', 'return', 'flight', 'depart', '1130', 'pm', 'conspicu', 'effort', 'begin', 'meal', 'servic', 'quickli', 'passeng', 'could', 'get', 'sleep', 'quickli']","['british', 'airway', 'london', 'heathrow', 'nairobi', 'return', 'trip', 'club', 'world', 'exemplari', 'everi', 'way', 'time', 'cheer', 'profession', 'flight', 'attend', 'present', 'appeal', 'meal', 'return', 'flight', 'depart', '1130', 'pm', 'conspicu', 'effort', 'begin', 'meal', 'servic', 'quickli', 'passeng', 'could', 'get', 'sleep', 'quickli']",0.0,Neutral
dont ever fly with british airways we went cancun for our honeymoon and on the way there they seated my husband at the opposite end of the plane  only 48 hours of being married when we arrived in cancun our bags didnt make it there so we had to wait 4 days for our bags and go out and buy some clothes travelling back they lost them again so not only did they lose our bags once but twice and had to wait 4 days again for them i advise anyone reading this to not waste your money,"['dont', 'ever', 'fly', 'with', 'british', 'airways', 'we', 'went', 'cancun', 'for', 'our', 'honeymoon', 'and', 'on', 'the', 'way', 'there', 'they', 'seated', 'my', 'husband', 'at', 'the', 'opposite', 'end', 'of', 'the', 'plane', 'only', '48', 'hours', 'of', 'being', 'married', 'when', 'we', 'arrived', 'in', 'cancun', 'our', 'bags', 'didnt', 'make', 'it', 'there', 'so', 'we', 'had', 'to', 'wait', '4', 'days', 'for', 'our', 'bags', 'and', 'go', 'out', 'and', 'buy', 'some', 'clothes', 'travelling', 'back', 'they', 'lost', 'them', 'again', 'so', 'not', 'only', 'did', 'they', 'lose', 'our', 'bags', 'once', 'but', 'twice', 'and', 'had', 'to', 'wait', '4', 'days', 'again', 'for', 'them', 'i', 'advise', 'anyone', 'reading', 'this', 'to', 'not', 'waste', 'your', 'money']","['dont', 'ever', 'fly', 'british', 'airways', 'went', 'cancun', 'honeymoon', 'way', 'seated', 'husband', 'opposite', 'end', 'plane', '48', 'hours', 'married', 'arrived', 'cancun', 'bags', 'didnt', 'make', 'wait', '4', 'days', 'bags', 'go', 'buy', 'clothes', 'travelling', 'back', 'lost', 'not', 'lose', 'bags', 'twice', 'wait', '4', 'days', 'advise', 'anyone', 'reading', 'not', 'waste', 'money']","['dont', 'ever', 'fli', 'british', 'airway', 'went', 'cancun', 'honeymoon', 'way', 'seat', 'husband', 'opposit', 'end', 'plane', '48', 'hour', 'marri', 'arriv', 'cancun', 'bag', 'didnt', 'make', 'wait', '4', 'day', 'bag', 'go', 'buy', 'cloth', 'travel', 'back', 'lost', 'not', 'lose', 'bag', 'twice', 'wait', '4', 'day', 'advis', 'anyon', 'read', 'not', 'wast', 'money']","['dont', 'ever', 'fli', 'british', 'airway', 'went', 'cancun', 'honeymoon', 'way', 'seat', 'husband', 'opposit', 'end', 'plane', '48', 'hour', 'marri', 'arriv', 'cancun', 'bag', 'didnt', 'make', 'wait', '4', 'day', 'bag', 'go', 'buy', 'cloth', 'travel', 'back', 'lost', 'not', 'lose', 'bag', 'twice', 'wait', '4', 'day', 'advis', 'anyon', 'read', 'not', 'wast', 'money']",0.0,Neutral
flight home after a 2 week break in various parts of europe the cabin crew were fantastic made us me and my australian companions very welcome and were most accommodating throughout our flight home cannot fault the service,"['flight', 'home', 'after', 'a', '2', 'week', 'break', 'in', 'various', 'parts', 'of', 'europe', 'the', 'cabin', 'crew', 'were', 'fantastic', 'made', 'us', 'me', 'and', 'my', 'australian', 'companions', 'very', 'welcome', 'and', 'were', 'most', 'accommodating', 'throughout', 'our', 'flight', 'home', 'can', 'not', 'fault', 'the', 'service']","['flight', 'home', '2', 'week', 'break', 'various', 'parts', 'europe', 'cabin', 'crew', 'fantastic', 'made', 'us', 'australian', 'companions', 'welcome', 'accommodating', 'throughout', 'flight', 'home', 'not', 'fault', 'service']","['flight', 'home', '2', 'week', 'break', 'variou', 'part', 'europ', 'cabin', 'crew', 'fantast', 'made', 'us', 'australian', 'companion', 'welcom', 'accommod', 'throughout', 'flight', 'home', 'not', 'fault', 'servic']","['flight', 'home', '2', 'week', 'break', 'variou', 'part', 'europ', 'cabin', 'crew', 'fantast', 'made', 'u', 'australian', 'companion', 'welcom', 'accommod', 'throughout', 'flight', 'home', 'not', 'fault', 'servic']",0.0,Neutral
no problems on this short flight left and arrived on time drink and snack served,"['no', 'problems', 'on', 'this', 'short', 'flight', 'left', 'and', 'arrived', 'on', 'time', 'drink', 'and', 'snack', 'served']","['problems', 'short', 'flight', 'left', 'arrived', 'time', 'drink', 'snack', 'served']","['problem', 'short', 'flight', 'left', 'arriv', 'time', 'drink', 'snack', 'serv']","['problem', 'short', 'flight', 'left', 'arriv', 'time', 'drink', 'snack', 'serv']",0.0,Neutral
i flew out on the 8th june 2015 and all i can say is that the staff flight and service was excellent we had a little issue with the flights as the people we booked it with made an error on our tickets but ba sorted this out in no time i will definitely be flying out with them again and i will recommend them service on the plane was excellent,"['i', 'flew', 'out', 'on', 'the', '8th', 'june', '2015', 'and', 'all', 'i', 'can', 'say', 'is', 'that', 'the', 'staff', 'flight', 'and', 'service', 'was', 'excellent', 'we', 'had', 'a', 'little', 'issue', 'with', 'the', 'flights', 'as', 'the', 'people', 'we', 'booked', 'it', 'with', 'made', 'an', 'error', 'on', 'our', 'tickets', 'but', 'ba', 'sorted', 'this', 'out', 'in', 'no', 'time', 'i', 'will', 'definitely', 'be', 'flying', 'out', 'with', 'them', 'again', 'and', 'i', 'will', 'recommend', 'them', 'service', 'on', 'the', 'plane', 'was', 'excellent']","['flew', '8th', 'june', '2015', 'say', 'staff', 'flight', 'service', 'excellent', 'little', 'issue', 'flights', 'people', 'booked', 'made', 'error', 'tickets', 'ba', 'sorted', 'time', 'definitely', 'flying', 'recommend', 'service', 'plane', 'excellent']","['flew', '8th', 'june', '2015', 'say', 'staff', 'flight', 'servic', 'excel', 'littl', 'issu', 'flight', 'peopl', 'book', 'made', 'error', 'ticket', 'ba', 'sort', 'time', 'definit', 'fli', 'recommend', 'servic', 'plane', 'excel']","['flew', '8th', 'june', '2015', 'say', 'staff', 'flight', 'servic', 'excel', 'littl', 'issu', 'flight', 'peopl', 'book', 'made', 'error', 'ticket', 'ba', 'sort', 'time', 'definit', 'fli', 'recommend', 'servic', 'plane', 'excel']",0.0,Neutral
